longitude,latitude,NDVI
-117.67481064323673,33.87850604843009,0.14981982
-117.69277694891912,33.885963728773746,0.11238851
-117.68379379607792,33.885963728773746,0.11673322
-117.67481064323673,33.885963728773746,0.12650824
-117.70176010176029,33.89342075723637,0.11450986
-117.69277694891912,33.89342075723637,0.122629255
-117.68379379607792,33.89342075723637,0.13033088
-117.67481064323673,33.89342075723637,0.12310867
-117.66582749039553,33.89342075723637,0.11836123
-117.65684433755433,33.89342075723637,0.1153479
-117.71074325460148,33.900877133748665,0.11140869
-117.70176010176029,33.900877133748665,0.14334278
-117.69277694891912,33.900877133748665,0.11954455
-117.68379379607792,33.900877133748665,0.114325
-117.67481064323673,33.900877133748665,0.1266284
-117.66582749039553,33.900877133748665,0.109673515
-117.65684433755433,33.900877133748665,0.110925406
-117.71972640744268,33.90833285824133,0.13719146
-117.71074325460148,33.90833285824133,0.13613991
-117.70176010176029,33.90833285824133,0.1466962
-117.69277694891912,33.90833285824133,0.12072961
-117.68379379607792,33.90833285824133,0.12095921
-117.67481064323673,33.90833285824133,0.12141203
-117.66582749039553,33.90833285824133,0.11093479
-117.65684433755433,33.90833285824133,0.11320487
-117.73769271312509,33.915787930645166,0.12808967
-117.72870956028387,33.915787930645166,0.14205408
-117.71972640744268,33.915787930645166,0.15054393
-117.71074325460148,33.915787930645166,0.14617202
-117.70176010176029,33.915787930645166,0.14943004
-117.69277694891912,33.915787930645166,0.13105896
-117.68379379607792,33.915787930645166,0.1284954
-117.67481064323673,33.915787930645166,0.11519556
-117.66582749039553,33.915787930645166,0.11436925
-117.65684433755433,33.915787930645166,0.11994247
-117.74667586596628,33.923242350891,0.12986709
-117.73769271312509,33.923242350891,0.13489135
-117.72870956028387,33.923242350891,0.14590797
-117.71972640744268,33.923242350891,0.14137013
-117.71074325460148,33.923242350891,0.14466676
-117.70176010176029,33.923242350891,0.14422837
-117.69277694891912,33.923242350891,0.1377251
-117.68379379607792,33.923242350891,0.13454488
-117.67481064323673,33.923242350891,0.119423084
-117.66582749039553,33.923242350891,0.12491216
-117.65684433755433,33.923242350891,0.13438897
-117.75565901880748,33.93069611890971,0.14842649
-117.74667586596628,33.93069611890971,0.12645017
-117.73769271312509,33.93069611890971,0.12669674
-117.72870956028387,33.93069611890971,0.13322912
-117.71972640744268,33.93069611890971,0.1339973
-117.71074325460148,33.93069611890971,0.14985709
-117.70176010176029,33.93069611890971,0.13845658
-117.69277694891912,33.93069611890971,0.14285849
-117.68379379607792,33.93069611890971,0.14252841
-117.67481064323673,33.93069611890971,0.12666582
-117.66582749039553,33.93069611890971,0.13774894
-117.65684433755433,33.93069611890971,0.14473999
-117.64786118471314,33.93069611890971,0.22170149
-117.63887803187194,33.93069611890971,0.18288422
-117.62989487903073,33.93069611890971,0.17220265
-117.62091172618953,33.93069611890971,0.23684369
-117.61192857334834,33.93069611890971,0.19606115
-117.76464217164867,33.93814923463222,0.16442893
-117.75565901880748,33.93814923463222,0.16139643
-117.74667586596628,33.93814923463222,0.16493042
-117.73769271312509,33.93814923463222,0.12297293
-117.72870956028387,33.93814923463222,0.13227619
-117.71972640744268,33.93814923463222,0.13495362
-117.71074325460148,33.93814923463222,0.13525288
-117.70176010176029,33.93814923463222,0.13625006
-117.69277694891912,33.93814923463222,0.14384447
-117.68379379607792,33.93814923463222,0.12589476
-117.67481064323673,33.93814923463222,0.14361914
-117.66582749039553,33.93814923463222,0.14658283
-117.65684433755433,33.93814923463222,0.20846935
-117.64786118471314,33.93814923463222,0.30425125
-117.63887803187194,33.93814923463222,0.16293438
-117.62989487903073,33.93814923463222,0.26899764
-117.62091172618953,33.93814923463222,0.19763833
-117.61192857334834,33.93814923463222,0.13216808
-117.77362532448987,33.9456016979895,0.15165329
-117.76464217164867,33.9456016979895,0.14961272
-117.75565901880748,33.9456016979895,0.15499212
-117.74667586596628,33.9456016979895,0.14741965
-117.73769271312509,33.9456016979895,0.1504913
-117.72870956028387,33.9456016979895,0.14238688
-117.71972640744268,33.9456016979895,0.12791349
-117.71074325460148,33.9456016979895,0.12882768
-117.70176010176029,33.9456016979895,0.13471459
-117.69277694891912,33.9456016979895,0.14033285
-117.68379379607792,33.9456016979895,0.14480346
-117.67481064323673,33.9456016979895,0.12356814
-117.66582749039553,33.9456016979895,0.26675642
-117.65684433755433,33.9456016979895,0.2752591
-117.64786118471314,33.9456016979895,0.14810881
-117.63887803187194,33.9456016979895,0.13582028
-117.62989487903073,33.9456016979895,0.11972575
-117.62091172618953,33.9456016979895,0.14869718
-117.61192857334834,33.9456016979895,0.11938959
-117.79159163017226,33.95305350891262,0.16093744
-117.78260847733107,33.95305350891262,0.16119154
-117.77362532448987,33.95305350891262,0.15735576
-117.76464217164867,33.95305350891262,0.14785215
-117.75565901880748,33.95305350891262,0.14228275
-117.74667586596628,33.95305350891262,0.14203396
-117.73769271312509,33.95305350891262,0.14933652
-117.72870956028387,33.95305350891262,0.1395752
-117.71972640744268,33.95305350891262,0.13446131
-117.71074325460148,33.95305350891262,0.1456607
-117.70176010176029,33.95305350891262,0.1452477
-117.69277694891912,33.95305350891262,0.15544459
-117.68379379607792,33.95305350891262,0.1425017
-117.67481064323673,33.95305350891262,0.2339682
-117.66582749039553,33.95305350891262,0.1539566
-117.65684433755433,33.95305350891262,0.07932084
-117.64786118471314,33.95305350891262,0.12345559
-117.63887803187194,33.95305350891262,0.1751145
-117.62989487903073,33.95305350891262,0.23578462
-117.62091172618953,33.95305350891262,0.13308614
-117.61192857334834,33.95305350891262,0.10218676
-117.79159163017226,33.960504667332614,0.14436997
-117.78260847733107,33.960504667332614,0.1630792
-117.77362532448987,33.960504667332614,0.21087421
-117.76464217164867,33.960504667332614,0.18750452
-117.75565901880748,33.960504667332614,0.19311838
-117.74667586596628,33.960504667332614,0.14806841
-117.73769271312509,33.960504667332614,0.16160831
-117.72870956028387,33.960504667332614,0.14948584
-117.71972640744268,33.960504667332614,0.12954615
-117.71074325460148,33.960504667332614,0.17592853
-117.70176010176029,33.960504667332614,0.15272005
-117.69277694891912,33.960504667332614,0.15276247
-117.68379379607792,33.960504667332614,0.10467157
-117.67481064323673,33.960504667332614,0.1706552
-117.66582749039553,33.960504667332614,0.083694294
-117.65684433755433,33.960504667332614,0.0714964
-117.64786118471314,33.960504667332614,0.12965025
-117.63887803187194,33.960504667332614,0.11681641
-117.62989487903073,33.960504667332614,0.1620347
-117.62091172618953,33.960504667332614,0.14213076
-117.61192857334834,33.960504667332614,0.113630176
-117.79159163017226,33.96795517318062,0.16194135
-117.78260847733107,33.96795517318062,0.16555177
-117.77362532448987,33.96795517318062,0.14071895
-117.76464217164867,33.96795517318062,0.22229956
-117.75565901880748,33.96795517318062,0.18369824
-117.74667586596628,33.96795517318062,0.14373684
-117.73769271312509,33.96795517318062,0.16410384
-117.72870956028387,33.96795517318062,0.16786289
-117.71972640744268,33.96795517318062,0.15754913
-117.71074325460148,33.96795517318062,0.2258006
-117.70176010176029,33.96795517318062,0.24879837
-117.69277694891912,33.96795517318062,0.10936918
-117.68379379607792,33.96795517318062,0.13335344
-117.67481064323673,33.96795517318062,0.13528019
-117.66582749039553,33.96795517318062,0.092590585
-117.65684433755433,33.96795517318062,0.07437384
-117.64786118471314,33.96795517318062,0.14124648
-117.63887803187194,33.96795517318062,0.1644398
-117.62989487903073,33.96795517318062,0.15639892
-117.62091172618953,33.96795517318062,0.13944376
-117.61192857334834,33.96795517318062,0.1291386
-117.80057478301346,33.97540502638785,0.14130351
-117.79159163017226,33.97540502638785,0.1338705
-117.78260847733107,33.97540502638785,0.1339702
-117.77362532448987,33.97540502638785,0.16192546
-117.76464217164867,33.97540502638785,0.13799378
-117.75565901880748,33.97540502638785,0.1603526
-117.74667586596628,33.97540502638785,0.14868733
-117.73769271312509,33.97540502638785,0.1915173
-117.72870956028387,33.97540502638785,0.18041356
-117.71972640744268,33.97540502638785,0.16486095
-117.71074325460148,33.97540502638785,0.1189989
-117.70176010176029,33.97540502638785,0.11270997
-117.69277694891912,33.97540502638785,0.076679684
-117.68379379607792,33.97540502638785,0.097931884
-117.67481064323673,33.97540502638785,0.15494803
-117.66582749039553,33.97540502638785,0.19471425
-117.65684433755433,33.97540502638785,0.15328808
-117.64786118471314,33.97540502638785,0.18868406
-117.63887803187194,33.97540502638785,0.08619895
-117.62989487903073,33.97540502638785,0.11344665
-117.62091172618953,33.97540502638785,0.15296152
-117.61192857334834,33.97540502638785,0.08398362
-117.60294542050714,33.97540502638785,0.06169818
-117.79159163017226,33.98285422688549,0.1252588
-117.78260847733107,33.98285422688549,0.12253489
-117.77362532448987,33.98285422688549,0.14950836
-117.76464217164867,33.98285422688549,0.1298568
-117.75565901880748,33.98285422688549,0.1389753
-117.74667586596628,33.98285422688549,0.15211122
-117.73769271312509,33.98285422688549,0.14750314
-117.72870956028387,33.98285422688549,0.13792229
-117.71972640744268,33.98285422688549,0.13031964
-117.71074325460148,33.98285422688549,0.09263838
-117.70176010176029,33.98285422688549,0.074401364
-117.69277694891912,33.98285422688549,0.06523599
-117.68379379607792,33.98285422688549,0.12052307
-117.67481064323673,33.98285422688549,0.11250716
-117.66582749039553,33.98285422688549,0.19569318
-117.65684433755433,33.98285422688549,0.10932156
-117.64786118471314,33.98285422688549,0.19670272
-117.63887803187194,33.98285422688549,0.052384872
-117.62989487903073,33.98285422688549,0.16964465
-117.62091172618953,33.98285422688549,0.12436708
-117.61192857334834,33.98285422688549,0.059955172
-117.60294542050714,33.98285422688549,0.03413038
-117.59396226766594,33.98285422688549,0.09507066
-117.58497911482478,33.98285422688549,0.12929155
-117.79159163017226,33.99030277460486,0.1281655
-117.78260847733107,33.99030277460486,0.1154707
-117.77362532448987,33.99030277460486,0.14368589
-117.76464217164867,33.99030277460486,0.15510131
-117.75565901880748,33.99030277460486,0.13553193
-117.74667586596628,33.99030277460486,0.12854475
-117.73769271312509,33.99030277460486,0.17076181
-117.72870956028387,33.99030277460486,0.15277968
-117.71972640744268,33.99030277460486,0.1295255
-117.71074325460148,33.99030277460486,0.09940312
-117.70176010176029,33.99030277460486,0.068153314
-117.69277694891912,33.99030277460486,0.074360035
-117.68379379607792,33.99030277460486,0.11551909
-117.67481064323673,33.99030277460486,0.12808388
-117.66582749039553,33.99030277460486,0.15650773
-117.65684433755433,33.99030277460486,0.13832913
-117.64786118471314,33.99030277460486,0.12714489
-117.63887803187194,33.99030277460486,0.19618946
-117.62989487903073,33.99030277460486,0.14085612
-117.62091172618953,33.99030277460486,0.13922998
-117.61192857334834,33.99030277460486,0.12374901
-117.60294542050714,33.99030277460486,0.14711124
-117.59396226766594,33.99030277460486,0.105850264
-117.58497911482478,33.99030277460486,0.10149172
-117.57599596198358,33.99030277460486,0.120555
-117.56701280914238,33.99030277460486,0.09783983
-117.78260847733107,33.99775066947726,0.13333417
-117.77362532448987,33.99775066947726,0.13519052
-117.76464217164867,33.99775066947726,0.14150922
-117.75565901880748,33.99775066947726,0.15631534
-117.74667586596628,33.99775066947726,0.1275588
-117.73769271312509,33.99775066947726,0.17509423
-117.72870956028387,33.99775066947726,0.16108145
-117.71972640744268,33.99775066947726,0.11253807
